DCEGC,GCIL,103,b'Introduction to African American Literature',"b'What is the African American literary tradition? How does it change over time?  This course is to introduce you to the cultural, political, and historical  contexts of the African American experience through readings of literature. We  will read poetry, slave narratives, essays and speeches, tales, short stories,  and novels, and as we examine these texts, we will consider how culture,  politics, and history shape African American literature. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy.'"
DCEGC,GCIL,205,b'History of World Architecture',"b'An examination of patterns in world architecture and urbanism from pre-history  to the twentieth century. Lectures and discussions address questions of  program, spatial composition, structure, technology, iconography, and cultural  context for the examples considered Carries humanities divisional credit in  CAS. This course fulfills a single unit in each of the following BU Hub areas:  Historical Consciousness, Global Citizenship and Intercultural Literacy,  Research and Information Literacy.'"
DCEGC,GCIL,220,b'Islamic Art and Architecture',"b'Examines key monuments of Islamic art and architecture within their historical  and cultural context, and emphasizes the diversity within the visual cultures  of the Islamic world. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Global Citizenship and Intercultural Literacy, Research and  Information Literacy.Summer:Examines key monuments of Islamic art and architecture within their historical and cultural context, and emphasizes the  diversity within the visual cultures of the Islamic world. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Global Citizenship and Intercultural  Literacy, Research and Information Literacy.'"
DCEGC,GCIL,398,b'Twentieth-Century Architecture',"b'This course provides an introduction to the major developments in architecture  and urban planning from ca. 1900 to the present. It traces the proliferation of  modernist thought through key projects but also to everyday buildings and  landscapes. This course fulfills a single unit in each of the following BU Hub  areas: Historical Consciousness, Global Citizenship and Intercultural Literacy.'"
DCEGC,GCIL,101,b'Introduction to Cultural Anthropology',"b'An introduction to the basic concepts, principles, and problems of cultural  anthropology, emphasizing the study of both traditional and complex societies.  Special attention to the organization and meaning of religion, economic life,  kinship and political order; and the problem of cultural variation in the  contemporary world. Carries social science divisional credit in CAS. This  course fulfills a single unit in each of the following BU Hub areas: Social  Inquiry I, Global Citizenship and Intercultural Literacy, Research and  Information Literacy.Summer:An introduction to the basic concepts, principles, and problems of cultural   anthropology, emphasizing the study of both traditional and complex  societies.  Special attention to the organization and meaning of religion,  economic life,  kinship and political order; and the problem of cultural  variation in the  contemporary world. Carries social science divisional  credit in CAS. This  course fulfills a single unit in each of the following  BU Hub areas: Social  Inquiry I, Global Citizenship and Intercultural  Literacy, Research and  Information Literacy.'"
DCEGC,GCIL,302,b'Transforming Life: Anthropology of New Medical Technologies',"b'Seminar anthropologically compares the role of science and medicine in   society and   troubles what is natural and moral, e.g., about gender,   personhood, kinship, and   community, using case studies of new reproductive   technologies in Asia, the Middle   East, and North America. This course   fulfills a single unit in each of the following   BU Hub areas: Ethical   Reasoning, Global Citizenship and Intercultural Literacy, Writing- Intensive  Course.'"
DCEGC,GCIL,112,"b'Religion, Community, and the Birth of the Social  Sciences: Core Social Science 1'","b'Examines the religious basis of society alongside various attempts to reform it  (St. Augustine, Luther and Calvin, John Locke), early European attempts to  understand other cultures (Spanish missionaries in Latin America, Jesuits in  China) and concludes with twentieth-century social scientists analyzing  religious experience (William James, Durkheim, Evans-Pritchard). We discuss  what is a just war, whether we have natural rights, and whether tolerance is a  utopian ideal, with a particular focus on the nature of critical thought and  the various modes of argumentation employed in the works studied Carries social  science divisional credit in CAS. This course fulfills a single unit in each of  the following BU Hub areas: Social Inquiry I, Global Citizenship and  Intercultural Literacy, Critical Thinking.'"
DCEGC,GCIL,212,b'Intermediate Modern Greek 2',b'Discussion in Greek on everyday themes. Development of reading skills through  the analysis of contemporary texts. Analysis of contrasting modes of  expression and their influence on separate national cultures in Greek and in  English. This course fulfills a single unit in the following BU Hub area:  Global Citizenship and Intercultural Literacy.'
DCEGC,GCIL,365,b'Modern Korean Culture through Cinema (in English translation)',"b'Introduction to modern Korean culture and society through film from the  Korean war (1950-1953) to the present. Discussion and essays on modern  Korean life as seen in Korean films. Critical analysis of changes in Korean  society. Carries humanities divisional credit in CAS. This course fulfills a  single unit in each of the following BU Hub areas: Aesthetic Exploration,  Global Citizenship and Intercultural Literacy.'"
DCEGC,GCIL,387,b'The Holocaust Through Film',"b'An examination of film using the Holocaust as its central topic. What are  the political and cultural effects when genocide is represented through  film? Can feature films portray history, and if so, what are the  consequences for an informed society? This course fulfills a single unit in  each of the following BU Hub areas: Historical Consciousness, Global  Citizenship and Intercultural Literacy, Writing-intensive Course.'"
DCEGC,GCIL,205,b'Origins of Writing',"b""Overview of the world's major writing systems: Egyptian and Mayan hieroglyphs;  Sumerian and Akkadian cuneiform; West Semitic consonantal scripts (abjads);  East Asian scripts; runes; Greek and Roman alphabets. Considerable linguistic  component supplemented by historical information about ancient languages and  cultures. Carries humanities divisional credit in CAS. Also offered as CAS LX  205. This course fulfills a single unit in each of the following BU Hub areas:  Historical Consciousness, Global Citizenship and Intercultural Literacy,  Teamwork/Collaboration."""
DCEGC,GCIL,121,b'Reading World Literature',"b'Study of literature in English or English translation -- poetry, drama, and  prose narrative -- outside of British and American traditions. Attention to  such topics as cultural self-construction, relationships of historical context  to artistic expression, and development of literary forms. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy, Research and Information Literacy.'"
DCEGC,GCIL,126,b'Jewish Literature',"b'How do changing notions of ethnicity and race, religion, and gender, as well as  geographical place define Jewish family and community? Topics include  immigration, diaspora, and national culture; patriotism, antisemitism, and  multiculturalism; Jewish identities and gender; conversion, assimilation, and  acculturation. This course fulfills a single unit in each of the following BU  Hub areas: Aesthetic Exploration, Global Citizenship and Intercultural  Literacy, Writing-intensive Course.'"
DCEGC,GCIL,129,b'Introduction to African American Literature',"b'What is the African American literary tradition? How does it change over time?  This course is to introduce you to the cultural, political, and historical  contexts of the African American experience through readings of literature. We  will read poetry, slave narratives, essays and speeches, tales, short stories,  and novels, and as we examine these texts, we will consider how culture,  politics, and history shape African American literature. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy.'"
DCEGC,GCIL,394,b'Environmental History of Africa',"b'Focus on the African environment and ecological systems over the past 150   years. Topics include climate change, hydrography, agriculture,   deforestation, soil erosion, disease, conservation, famine, and the role of   colonialism and government policy in environmental change. This course   fulfills a single unit in each of the following BU Hub areas: Scientific   Inquiry I, Global Citizenship and Intercultural Literacy, Research and   Information Literacy.'"
DCEGC,GCIL,176,b'World History 1500-Present',"b'Examines the religious encounters, economic rivalries, and military battles  produced by European imperialism in Latin America, Africa, the Middle East, and  Asia since 1500. Analyzes how European colonialism came to dominate the world  and nationalist movements succeeded in gaining independence. Carries social  science divisional credit in CAS. This course fulfills a single unit in each of  the following BU Hub areas: Historical Consciousness, Global Citizenship and  Intercultural Literacy.'"
DCEGC,GCIL,273,b'The History of the Soviet Union',"b'Examines the tumultuous history of Russia\'s revolutions and its 74-year experiment with socialism.   Explores the new revolutionary state\'s attempt to create a utopia by re-engineering human bodies,   behaviors, and beliefs, and the successes and failures of that project. This course cannot be taken for  credit in addition to the course with the same number that was previously entitled ""Russia and Its Empires  Since 1900.""'"
DCEGC,GCIL,332,"b'History of International Relations, 1900-45'","b'What were the causes and the consequences of the two World Wars? What was the  nature of political, economic, and military relations among the major powers  of the world from the beginning of the twentieth century to the end of the  Second World War? What was the effect of domestic factors (political,  economic, religious, and ideological) on the foreign policies of individual  states? Seeking to provide a genuinely multinational perspective on world  affairs, this course will assess the ways in which powerful nation-states in  this period competed and cooperated in the international system. Also offered  as CAS IR 349. This course fulfills a single unit in each of the following BU  Hub areas: Historical Consciousness, Global Citizenship and Intercultural  Literacy, Research and Information Literacy.'"
DCEGC,GCIL,334,b'History of International Relations since 1945',"b'The causes and consequences of the Soviet-American Cold War from its origins in Europe to its extension  to Asia, Africa, and Latin America. The rise of the multipolar international system, the emergence of the  nonaligned blocs, and inter- and intra-alliance conflicts. Also offered as CAS IR 350. This course cannot be  taken for credit in addition to the course with the same title that was previously numbered CAS HI 350 or  CAS HI 290.'"
DCEGC,GCIL,351,b'Environmental History of Africa',"b'Focus on the African environment and ecological systems over the past 150   years. Topics include climate change, hydrography, agriculture,  deforestation,  soil erosion, disease, conservation, famine, and the role of  colonialism and  government policy in environmental change. This course  fulfills a single unit  in each of the following BU Hub areas: Scientific  Inquiry II, Global Citizenship  and Intercultural Literacy, Research and  Information Literacy.'"
DCEGC,GCIL,367,"b'The Odd Couple: China and the USA, 1776 to the present'","b'The USA, a bastion of capitalism, and China, the largest communist state on earth,  are the two major global powers today. It was not always this way, and the course  will map three centuries of this complex historical relationship, filled with mutual  admiration and misunderstanding. This course fulfills a single unit in each of the  following BU Hub areas: Historical Consciousness, Global Citizenship and  Intercultural Literacy, Creativity/Innovation.'"
DCEGC,GCIL,271,b'Introduction to International Relations',"b'Explores major issues in international relations, including conflict,  cooperation, and governance. Addresses dominant international relations  theories and their application. Investigates state system, international law  and organization, transnational actors, state behavior, and globalization.  Carries social science divisional credit in CAS. This course fulfills a single  unit in each of the following BU Hub areas: Social Inquiry I, Global  Citizenship and Intercultural Literacy.'"
