PAHI,PILM,211,b'Humans Among Animals',"b'Examines how humans understand (other) animals and their thought, feeling, and  communication, and ways we humans in varied cultures and societies use animals for  interaction and self-understanding. The approach is interdisciplinary, considering language,  aesthetics, ideology, practice, and regulation.'"
PAHI,PILM,202,b'From Enlightenment and Romantic Revolt to the Modern World: Core Humanities 4',"b""Through Voltaire, Kant, Austen, the English Romantic Poets, Whitman and  Dickinson, as well as the music of Beethoven, we examine questions of social  hierarchy and what it means to know, the relation of subjectivity to reason,  and our relationship with nature. Then, from the radical perspective of  Nietzsche, returning to 20th-century America with W.E.B. DuBois' The Souls  of Black Folk, and ending with Virginia Woolf's Modernist response to World  War I, we see the roots of the modern world's questioning of what is  knowable and our revaluation of the moral and philosophic bases of human  life. Carries humanities divisional credit in CAS. This course fulfills a  single unit in each of the following BU Hub areas: Philosophical Inquiry and  Life's Meanings, Ethical Reasoning, Writing-intensive Course."""
PAHI,PILM,369,b'Greek Tragedy and Film',"b'Explores Greek tragic myth\'s afterlife, both directly and obliquely, in cinema and in the modern literature   spawning cinema: how certain Greek tragic myths have come to life as film and how ""non-mythic"" stories   have acquired a mythic power in literary and cinematic form. Also offered as CAS CL 325.'"
PAHI,PILM,101,b'The World of Greece',"b""The literature, philosophy, art, and culture of ancient Greece and their impact  on the Western tradition. Topics covered include the emergence of epic poetry;  art and lyric in the Archaic Age; drama, architecture, philosophy, and  political developments of classical Athens and Greece. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Historical Consciousness, Philosophical Inquiry and  Life's Meanings, Critical Thinking."""
PAHI,PILM,325,b'Greek Tragedy and Film',"b'Explores Greek tragic myth\'s afterlife, both directly and obliquely, in  cinema and in the modern literature spawning cinema: how certain Greek  tragic myths have come to life as film and how ""non-mythic"" stories have  acquired a mythic power in literary and cinematic form. Carries humanities  divisional credit in CAS. Also offered as CAS CI 369. This course fulfills a  single unit in the following BU Hub area(s): Historical Consciousness,  Philosophical Inquiry and Life\'s Meanings, Critical Thinking.'"
PAHI,PILM,280,b'Dostoevsky (in English translation)',"b""Dostoevsky's evolution as novelist and philosopher. Explore major novels, including Crime and Punishment, The Idiot, and Demons, within cultural and political contexts; consider the significance of literary innovations and meditations on questions of morality, personality, freedom, health, justice, and evil. Carries humanities divisional credit in CAS. This course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Aesthetic Exploration."""
PAHI,PILM,100,b'Introduction to Philosophy',"b""Introduces the nature of philosophical activity through careful study of  major philosophical topics. Topics may include the nature of reality,  knowledge, God's existence, and the significance of human life.Carries  humanities divisional credit in CAS. This course fulfills a single unit  in  each of the following BU Hub areas: Critical  Thinking and Philosophical  Inquiry and Life's Meaning. Summer:Introduces the nature of philosophical activity through careful study of    major philosophical topics. Topics may include the nature of reality,    knowledge, God's existence, and the significance of human life. Carries    humanities divisional credit in CAS. This course fulfills a single unit  in    each of the following BU Hub areas: Critical Thinking, and Philosophical    Inquiry and Life's Meaning."""
PAHI,PILM,110,b'Great Philosophers',"b""An introduction to philosophy through a reading of great figures in western  thought. The list may include Plato, Aristotle, Descartes, Roussesau, Nietzsche,  Russell. Carries humanities divisional credit in CAS. This course fulfills a  single unit in each of the following BU Hub areas: Historical Consciousness,  Philosophical Inquiry and Life's Meanings, Critical Thinking."""
PAHI,PILM,150,b'Introduction to Ethics',"b""Many of us want to lead meaningful lives. But what is it for a life to be  meaningful? What makes some lives better or more meaningful than others? Can  life as a whole have some significance or meaning? Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical  Reasoning, Critical Thinking.Summer:Many of us want to lead meaningful lives. But what is it for a life to be   meaningful? What makes some lives better or more meaningful than others? Can   life as a whole have some significance or meaning? Carries humanities   divisional credit in CAS. This course fulfills a single unit in each of the   following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical   Reasoning, Critical Thinking."""
PAHI,PILM,160,b'Reasoning and Argumentation',"b""A systematic study of the principles of both deductive and informal  reasoning, calculated to enhance students' actual reasoning skills, with an  emphasis on reasoning and argumentation in ordinary discourse. We will  emphasize argumentation and criticism in ordinary life and also present  formal models of reasoning designed to elicit underlying patterns and  structures of reasoning and argumentation that are widely applicable.  Simultaneous training in skills of argument analysis, argument pattern  recognition, argument construction, and argument interpretation and  creation. This course fulfills a single unit in the following BU Hub  area(s): Philosophical Inquiry and Life's Meanings, Critical Thinking.Summer:A systematic study of the principles of both deductive and informal    reasoning, calculated to enhance students' actual reasoning skills, with an    emphasis on reasoning and argumentation in ordinary discourse. We will    emphasize argumentation and criticism in ordinary life and also present    formal models of reasoning designed to elicit underlying patterns and    structures of reasoning and argumentation that are widely applicable.    Includes simultaneous training in the skills of argument analysis, argument  pattern   recognition, argument construction, and argument interpretation  and   creation. This course fulfills a single unit in the following BU Hub    area(s): Philosophical Inquiry and Life's Meanings, Critical Thinking."""
