PAHI,AE,103,b'Introduction to African American Literature',"b'What is the African American literary tradition? How does it change over time?  This course is to introduce you to the cultural, political, and historical  contexts of the African American experience through readings of literature. We  will read poetry, slave narratives, essays and speeches, tales, short stories,  and novels, and as we examine these texts, we will consider how culture,  politics, and history shape African American literature. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy.'"
PAHI,AE,112,b'Introduction to Art History II: Renaissance to Today',"b'Major monuments and artists. Sequential development, from the Renaissance to  the modern period, of major styles in architecture, sculpture, painting,  graphic arts, and photography. Relationship of visual art to social and  cultural trends. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Historical Consciousness.Summer:Major monuments and artists. Sequential development, from the Renaissance to the modern period, of major  styles in architecture, sculpture, painting, graphic arts, and photography. Relationship of visual art to  social and cultural trends. Carries humanities divisional credit in CAS. This course fulfills a single  unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.'"
PAHI,AE,220,b'Islamic Art and Architecture',"b'Examines key monuments of Islamic art and architecture within their historical  and cultural context, and emphasizes the diversity within the visual cultures  of the Islamic world. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Global Citizenship and Intercultural Literacy, Research and  Information Literacy.Summer:Examines key monuments of Islamic art and architecture within their historical and cultural context, and emphasizes the  diversity within the visual cultures of the Islamic world. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Global Citizenship and Intercultural  Literacy, Research and Information Literacy.'"
PAHI,AE,234,b'The Art of Rome',"b'Roman architecture, painting, sculpture, and minor arts. Emphasis on developments  in Rome, Pompeii, and Central Italy and on the political and social role of Roman  art and architecture. This course fulfills a single unit in each of the following  BU Hub areas: Aesthetic Exploration, Historical Consciousness.'"
PAHI,AE,333,b'Arts of Classical Greece',"b'Examines architecture, sculpture, painting, and metalwork of the fifth and  fourth centuries B.C. in their original contexts. Addresses such larger issues  as development of portraiture; tension of ""real"" and ""ideal""; roles and  shifting iconographies of myth; and political use of monuments. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Historical Consciousness.'"
PAHI,AE,386,b'Modern American Art',"b'This class explores the diverse and contested field of modern art in the  United States, examining the broad range of artists and art practices that  laid claim to aesthetic modernism in the years between 1890 and 1945. This  course fulfills a single unit in each of the following BU Hub areas:  Aesthetic Exploration, Historical Consciousness.'"
PAHI,AE,392,b'Twentieth Century Art from 1940 to 1980',"b'Explores major currents in European and American art made between 1940 and 1980.  Examines the following movements and media in relation to postwar culture and  politics: abstract expressionism, pop art, minimalism, conceptual art,  earthworks, performance, and video. This course fulfills a single unit in each of  the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.'"
PAHI,AE,395,b'History of Photography',"b'An introduction to the study of photographs. The history of the medium in  Europe and America from its invention in 1839 to the present. After lectures on  photographic theory and methodology, photographs are studied both as art  objects and as historical artifacts. This course fulfills a single unit in each  of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness,  Critical Thinking.'"
PAHI,AE,102,b'History of Global Cinema 2: 1960s to the Present',"b'This course provides an overview of film history in a number of different  national traditions, from the 1960s to the present. It covers the emergence of  the key international film movements, alongside the economic and historical  conditions that inform them. Carries humanities divisional credit in CAS. This  course fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Historical Consciousness, Critical Thinking.'"
PAHI,AE,365,b'Modern Korean Culture through Cinema (in English translation)',"b'Introduction to modern Korean culture and society through film from the  Korean war (1950-1953) to the present. Discussion and essays on modern  Korean life as seen in Korean films. Critical analysis of changes in Korean  society. Carries humanities divisional credit in CAS. This course fulfills a  single unit in each of the following BU Hub areas: Aesthetic Exploration,  Global Citizenship and Intercultural Literacy.'"
PAHI,AE,391,b'Greek Seminar',"b""Intensive study of selected major authors. May be repeated for credit as topics change. Topic  for Spring 2019: Tragedy: The Motif of the Hero's Marriage. Euripides' Herakles, Sophocles'  Trachiniae, Euripides' Hippolytus. Commonalities of theme and significance for the message of  tragedy. Euripides' Bacchae. Relevance of the motif to Dionysian ritual and religion. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical   Consciousness, Research and Information Literacy."""
PAHI,AE,121,b'Reading World Literature',"b'Study of literature in English or English translation -- poetry, drama, and  prose narrative -- outside of British and American traditions. Attention to  such topics as cultural self-construction, relationships of historical context  to artistic expression, and development of literary forms. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy, Research and Information Literacy.'"
PAHI,AE,122,b'Medieval Worlds',"b""Why does the deep medieval past continue to haunt our dreams? In novels, games,  and on TV? Medieval literature and its afterlives. Topics may include Arthurian  romance, otherworld visions, monsters and heroes, women's lives and writing,  modern medievalism. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Historical Consciousness, Teamwork/Collaboration."""
PAHI,AE,125,b'Reading Modern Literature',"b'Introduces key concepts for understanding major developments in modern  literature. Readings in poetry, drama and fiction from varying traditions,  designed to motivate an interest in some of the most engaging, and challenging,  works of our time. Topics vary by instructor. Carries humanities divisional  credit in CAS. This course fulfills a single unit in each of the following BU  Hub areas: Aesthetic Exploration, Writing-intensive Course.Summer:Introduces key concepts for understanding major developments in modern  literature. Readings in poetry, drama, and fiction from varying traditions,  designed to motivate an interest in some of the most engaging,  and  challenging, works of our time. Topics vary by instructor. Carries  humanities divisional credit in CAS. This course fulfills a single unit in  each of the following BU  Hub areas: Aesthetic Exploration, Writing- intensive Course.'"
PAHI,AE,126,b'Jewish Literature',"b'How do changing notions of ethnicity and race, religion, and gender, as well as  geographical place define Jewish family and community? Topics include  immigration, diaspora, and national culture; patriotism, antisemitism, and  multiculturalism; Jewish identities and gender; conversion, assimilation, and  acculturation. This course fulfills a single unit in each of the following BU  Hub areas: Aesthetic Exploration, Global Citizenship and Intercultural  Literacy, Writing-intensive Course.'"
PAHI,AE,127,b'Reading American Literature',"b'Readings may include works of fiction, poetry, or drama composed in America from  the colonial period to the present. Attention to a wide range of literary works  and historical and cultural contexts. Carries humanities divisional credit in  CAS. This course fulfills a single unit in each of the following BU Hub areas:  Aesthetic Exploration, Writing-intensive Course.'"
PAHI,AE,129,b'Introduction to African American Literature',"b'What is the African American literary tradition? How does it change over time?  This course is to introduce you to the cultural, political, and historical  contexts of the African American experience through readings of literature. We  will read poetry, slave narratives, essays and speeches, tales, short stories,  and novels, and as we examine these texts, we will consider how culture,  politics, and history shape African American literature. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Global Citizenship and  Intercultural Literacy.'"
PAHI,AE,130,b'Science/Fiction',"b'Through readings in British and/or American literature, an exploration of some  of the following topics: science and technology as literary themes; historical  construction of science and art; similarities and differences between literary  and scientific methods; the development of science fiction. Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Aesthetic Exploration, Ethical Reasoning, Writing- intensive Course.'"
PAHI,AE,141,b'Introduction to Fiction',"b'Introduces critical concepts for analyzing works of fiction. Readings in different periods,  genres, and traditions, ranging from canonical masterpieces to unheralded literary gems, aimed  to cultivate an appetite for the pleasures, and rigors, of narrative art. Topics vary by instructor.  This course cannot be taken for credit in addition to the course with the same number that was  previously titled ""Literary Types: Fiction."" Carries humanities divisional credit in CAS. This   course fulfills a single unit in each of the following BU Hub areas: Aesthetic  Exploration, Ethical  Reasoning.'"
