physics,104,Physics of Health Sciences,"b'speech, language &amp; hearing   sciences. A one-semester physics course for students who do not require a two-semester sequence.   Cannot be taken for credit in addition to CAS PY105 or PY106. Students considering application to medical,   dental, or veterinary schools should take PY 105/106 or another two-semester sequence instead of PY   104.'"
physics,105,Physics 1,"b'some of the  basic principles underlying the physics of everyday life,  including forces and motion,  momentum and energy, harmonic motion, rotation,  and heat and thermodynamics. Carries  natural science divisional credit (with lab) in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I, Critical Thinking.'"
physics,106,Physics 2,"b's. PY106 covers some of the  basic principles underlying the physics of everyday life,  including electricity and magnetism,  direct-current circuits, waves, optics, and modern physics. Carries natural science divisional  credit (with lab) in CAS. This course fulfills a single unit in each of the following BU Hub areas:  Scientific Inquiry II, Quantitative Reasoning II, Critical Thinking.'"
physics,107,Physics of Food and Cooking,"b'hase transitions and gelation, viscosity, elasticity  illustrated via cooking. Labs and demos  using molecular gastronomy methods of sous-vide cooking, pressure cooking, making  desserts, cheese, emulsions, foams, gels, ice creams. Carries natural science divisional credit  (with lab) in CAS. This course fulfills a single unit in each of the following BU Hub areas:  Scientific Inquiry I, Quantitative Reasoning I, Critical Thinking.'"
physics,195,Freshman Seminar for Physicists,"b""sics and become familiar with BU's policies, procedures, resources, and extracurricular activities. Exploration of research and career opportunities through invited speakers, book discussions, and laboratory tours."""
physics,211,General Physics I,"b'ing  Newtonian mechanics, conservation laws, and thermodynamics. For science  majors and engineers, and for premedical students who seek a more analytical  course than CAS PY 105/106. Interactive, student-centered lectures,  discussion, and laboratory. Carries natural science divisional credit in  CAS. This course fulfills a single unit in each of the following BU Hub  areas: Scientific Inquiry I, Quantitative Reasoning I, Critical Thinking,  Teamwork/Collaboration.'"
physics,212,General Physics 2,"b'ing  electromagnetism, circuits, and optics. For science majors and engineers,  and for premedical students who seek a more analytical course than CAS PY  105/106. Interactive, student-centered lectures, discussion, and laboratory.  Carries natural science divisional credit in CAS. This course fulfills a  single unit in each of the following BU  Hub areas: Scientific Inquiry II,  Quantitative Reasoning II, Critical  Thinking, Teamwork/Collaboration.'"
physics,231,The Physics in Music,"b'in musical systems, intervals and the construction of musical scales, tuning and temperament, the percussion instruments, the piano, the string, woodwind and brass instruments, room acoustics, and the human ear and psychoacoustical phenomena important to musical performance. Some aspects of electronic music are also discussed. Carries natural science divisional credit (with lab) in CAS.'"
physics,241,Principles of General Physics 1,"b'light, electricity and magnetism, atomic and nuclear physics, and relativity are treated. Topics relevant to medical science are emphasized. Ideal for premedical students. Lectures, discussions, and laboratory. Carries natural science divisional credit (with lab) in CAS.'"
physics,242,Principles of General Physics 2,"b'light, electricity and magnetism, atomic and nuclear physics, and relativity are treated. Topics relevant to medical science are emphasized. Ideal for premedical students. Lectures, discussions, and laboratory. Carries natural science divisional credit (with lab) in CAS.'"
physics,251,Principles of Physics 1,"b'Primarily for physics,  mathematics, and astronomy majors, but open to other   students with a strong background in  mathematics. Carries natural science   divisional credit (with lab) in CAS. This course fulfills a single unit in   each of the following BU Hub areas: Scientific Inquiry I, Quantitative   Reasoning I, Critical Thinking, Teamwork/Collaboration.'"
physics,252,Principles of Physics 2,"b'y  for physics, mathematics, and  astronomy majors, but open to other students  with a strong background in mathematics. Carries natural  science divisional  credit (with lab) in CAS. his course fulfills a single unit in each of the  following BU Hub  areas: Scientific Inquiry II, Quantitative Reasoning II,  Critical Thinking.'"
physics,313,Waves and Modern Physics,"b'nd physical optics, relativistic mechanics, experimental foundations of quantum  mechanics, atomic structure, physics of molecules and solids, atomic nuclei and elementary  particles. Along with CAS PY 211, 212, PY 313 completes a three-semester introductory  sequence primarily intended for students of engineering.'"
physics,351,Modern Physics I,"b'sical and quantum statistics, and special relativity. Topics include Schroedinger equation, temperature, entropy, black-body radiation, Lorentz transformations. Labs are a required course component.'"
physics,352,Modern Physics II,"b'ing quantum mechanics of atoms and molecules, condensed matter physics, nuclear physics, and elementary particle physics. Labs are a required course component.'"
physics,355,Methods of Theoretical Physics,"b'ations (waves, heat, Schrodinger) and series solutions of differential  equations. Vectors and vector calculus. Matrices, matrix algebra, and  matrix transformations. Rotations, similarity, unitarity, hermiticity,  eigenvalues, and eigenvectors.'"
physics,371,Electronics for Scientists,"b'e students wishing to gain a working knowledge of electronic instrumentation, and in particular, its construction. Two four-hour laboratory-lecture sessions per week.'"
physics,401,Senior Independent Work,b''
physics,402,Senior Independent Work,b''
physics,405,Electromagnetic Fields and Waves I,"b""ors, dielectrics, and capacitance; Poisson's and Laplace's equations; steady magnetic fields;"""
